fold,r2,mae,mse,rmse
0,0.9542939368936241,13.292091472882786,313.56643234638926,17.707807101569333
1,0.9597831188476653,12.661040580829908,305.648296757744,17.482800026247055
2,0.9638220493847871,13.039580402871817,286.0274832042256,16.91234706373499
3,0.9805981524354793,10.262849118389564,175.38027267467095,13.243121711842376
4,0.9635840384198253,11.698628249812188,211.15841898300823,14.53129102946494
