fold,r2,mae,mse,rmse
0,0.9983765570817542,1.7301049361546457,11.137629657744984,3.3373087447440315
1,0.9989861504279076,2.305412731028998,7.705256747902089,2.775834423718765
2,0.9995765182526544,1.4114256375916179,3.3481006059324803,1.8297815732847678
3,0.9993679844050262,1.9579559854906425,5.713016093573309,2.3901916436916326
4,0.9962291407274302,2.911780693064619,21.865375721308528,4.676042741604115
