fold,r2,mae,mse,rmse
0,0.9974576425677877,2.651482726954883,17.441842407488632,4.176343186028734
1,0.9985736261858258,2.5636937824953963,10.840440987724103,3.2924824961909978
2,0.9996007355427123,1.4022925362084158,3.156635627748401,1.776692327823926
3,0.9988584919529018,2.2895607367007673,10.3185014671754,3.2122424359278052
4,0.9964997927022061,3.0782832327860787,20.29599678392992,4.5051078548609595
