fold,r2,mae,mse,rmse
0,0.9909713698244093,6.540243902439024,61.94091463414636,7.870255055215578
1,0.9930929029605263,6.046249999999997,52.49393749999997,7.245270008771238
2,0.9952012597628328,5.791463414634146,37.9394512195122,6.159500890454696
3,0.9939370980036957,6.6775,54.80475000000001,7.403023031167741
4,0.9890960160762468,6.491463414634147,63.22689024390245,7.9515338296395655
