fold,r2,mae,mse,rmse
0,0.9967330344860661,3.589026688985453,22.41301593661114,4.734238686062537
1,0.9982946242120356,2.987597203757965,12.960855988529545,3.600118885332753
2,0.9990364531173591,2.358691122745596,7.617924318664089,2.760058752755834
3,0.9986135689488986,2.5292311328686714,12.532448519563882,3.540119845367369
4,0.9898481031719039,5.15475292628179,58.86590360053619,7.672411850294286
