fold,r2,mae,mse,rmse
0,0.9979020696502474,2.4627777517481473,14.392850540465385,3.7937910512395625
1,0.9987847905447242,2.3269352743606153,9.23559186009596,3.039011658433702
2,0.9996184643349867,1.19799230574527,3.0164695390604055,1.7367986466658722
3,0.9989716854949361,2.172784045977789,9.295304361798015,3.04882015897921
4,0.9950923927448341,3.513699500925616,28.45682343740528,5.33449373768545
