fold,r2,mae,mse,rmse
0,0.9871516533719553,7.870137470524486,88.14607822006248,9.388614286467545
1,0.992859969905431,6.632801151275634,54.26422871872455,7.366425776367027
2,0.9924366175202786,6.83788439122642,59.79706474241166,7.732856182705822
3,0.9915643840652958,8.20847749710083,76.25256398326783,8.732271410307161
4,0.988312871922401,7.429912008890292,67.76796163639541,8.232129835977771
