fold,r2,mae,mse,rmse
0,0.8188741707325371,13.776033863352273,1242.6136978150003,35.25072620266142
1,0.998482427164817,2.6751990871966624,11.533553547390357,3.396108588869083
2,0.9995628062015851,1.5693665707916025,3.4565098273014687,1.8591691228345713
3,0.9987008258997359,2.5527150716522233,11.74370158297984,3.4269084585059812
4,0.9969419449168154,2.8454375843265893,17.73217151238861,4.210958502810092
