fold,r2,mae,mse,rmse
0,0.9963877237720171,3.815582020333574,24.782019987633905,4.978154275194162
1,0.9981368974241163,3.1345383828383193,14.159579576716528,3.7629216809171737
2,0.9988189236219223,2.6379172770359736,9.337740202218285,3.0557716214105866
3,0.9983614833053287,2.6890958150624584,14.811141245070678,3.8485245543026845
4,0.9884360830696958,5.569859082550159,67.05352022293515,8.18862138720158
