fold,r2,mae,mse,rmse
0,0.990831437020214,6.650112668496823,62.9009235957058,7.931010250636787
1,0.9930200067402081,6.027936336580079,53.047948774418536,7.283402280144805
2,0.9953752450950497,5.807857257241392,36.56390103377169,6.046809161348793
3,0.9938119794989501,6.753956250000002,55.93574112885847,7.4790200647450105
4,0.988312256294611,7.328217092528069,67.77153136201024,8.232346649771877
