epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
126,530.305,0.77764,1.26524,0.47086,0.8655,0,0.96874,0.91974,0.93969,0.73994,0.97131,0.90998,0.93047,0.53543,0.75352,1.24805,0.46252,0.84473,0,0.00175,0.00175,0.00175
127,534.048,0.92968,1.50314,0.51131,0.87313,0,0.96874,0.91974,0.93969,0.73994,0.97131,0.90998,0.93047,0.53543,0.75352,1.24805,0.46252,0.84473,0,0.001684,0.001684,0.001684
128,539.224,0.8085,1.31317,0.47152,0.85996,0,0.98017,0.91156,0.9402,0.7403,0.97531,0.89978,0.9281,0.52454,0.7574,1.25433,0.45638,0.84429,0,0.001618,0.001618,0.001618
129,542.864,0.83088,1.38676,0.47685,0.86293,0,0.98017,0.91156,0.9402,0.7403,0.97531,0.89978,0.9281,0.52454,0.7574,1.25433,0.45638,0.84429,0,0.001552,0.001552,0.001552
130,546.567,0.81164,1.3542,0.47042,0.86539,0,0.97793,0.91323,0.94016,0.74379,0.9757,0.90672,0.93098,0.53652,0.7402,1.23544,0.45112,0.84273,0,0.001486,0.001486,0.001486
131,550.973,0.83607,1.40903,0.47431,0.86913,0,0.97793,0.91323,0.94016,0.74379,0.9757,0.90672,0.93098,0.53652,0.7402,1.23544,0.45112,0.84273,0,0.00142,0.00142,0.00142
132,555.408,0.77398,1.28204,0.45864,0.86377,0,0.97606,0.91432,0.94019,0.74329,0.97297,0.89913,0.92903,0.52291,0.75397,1.25032,0.45585,0.84365,0,0.001354,0.001354,0.001354
133,559.104,0.76479,1.27333,0.45558,0.85843,0,0.97606,0.91432,0.94019,0.74329,0.97297,0.89913,0.92903,0.52291,0.75397,1.25032,0.45585,0.84365,0,0.001288,0.001288,0.001288
134,562.816,0.79799,1.35899,0.46853,0.86873,0,0.97521,0.9154,0.94055,0.7497,0.97298,0.90564,0.93118,0.54157,0.73015,1.2341,0.44393,0.84114,0,0.001222,0.001222,0.001222
135,568.192,0.84431,1.34553,0.47797,0.87168,0,0.97521,0.9154,0.94055,0.7497,0.97298,0.90564,0.93118,0.54157,0.73015,1.2341,0.44393,0.84114,0,0.001156,0.001156,0.001156
136,571.902,0.78817,1.3128,0.4525,0.84957,0,0.97804,0.91785,0.94045,0.7472,0.97191,0.9007,0.92958,0.52646,0.73716,1.23565,0.44615,0.84228,0,0.00109,0.00109,0.00109
137,575.585,0.72366,1.19946,0.44404,0.85738,0,0.97804,0.91785,0.94045,0.7472,0.97191,0.9007,0.92958,0.52646,0.73716,1.23565,0.44615,0.84228,0,0.001024,0.001024,0.001024
138,579.844,0.73105,1.23432,0.44029,0.85073,0,0.97783,0.91649,0.94033,0.74777,0.97414,0.8989,0.9282,0.53155,0.73395,1.22406,0.44571,0.84199,0,0.000958,0.000958,0.000958
139,584.441,0.80895,1.35215,0.45766,0.86237,0,0.97783,0.91649,0.94033,0.74777,0.97414,0.8989,0.9282,0.53155,0.73395,1.22406,0.44571,0.84199,0,0.000892,0.000892,0.000892
140,587.989,0.80689,1.36339,0.45652,0.85038,0,0.97827,0.91649,0.94026,0.74816,0.9719,0.90025,0.92883,0.53042,0.73297,1.21994,0.44471,0.8414,0,0.000826,0.000826,0.000826
141,602.106,0.7148,1.21197,0.44306,0.85952,0,0.97827,0.91649,0.94026,0.74816,0.9719,0.90025,0.92883,0.53042,0.73297,1.21994,0.44471,0.8414,0,0.00076,0.00076,0.00076
142,607.61,0.72327,1.24978,0.43888,0.85536,0,0.98036,0.91757,0.94072,0.74963,0.96984,0.90692,0.92914,0.53133,0.72914,1.21748,0.44252,0.8406,0,0.000694,0.000694,0.000694
143,612.854,0.78728,1.33266,0.45795,0.86176,0,0.98036,0.91757,0.94072,0.74963,0.96984,0.90692,0.92914,0.53133,0.72914,1.21748,0.44252,0.8406,0,0.000628,0.000628,0.000628
144,616.539,0.7097,1.18928,0.43854,0.85783,0,0.97694,0.91897,0.94065,0.74913,0.96585,0.90889,0.92963,0.52998,0.73143,1.22185,0.44263,0.84051,0,0.000562,0.000562,0.000562
145,620.296,0.7171,1.21034,0.43713,0.85357,0,0.97694,0.91897,0.94065,0.74913,0.96585,0.90889,0.92963,0.52998,0.73143,1.22185,0.44263,0.84051,0,0.000496,0.000496,0.000496
146,624.909,0.73247,1.24825,0.44227,0.85803,0,0.97668,0.91974,0.94058,0.74847,0.96967,0.91323,0.93127,0.53145,0.73051,1.21694,0.44425,0.84073,0,0.00043,0.00043,0.00043
147,629.049,0.75018,1.24112,0.44598,0.85567,0,0.97668,0.91974,0.94058,0.74847,0.96967,0.91323,0.93127,0.53145,0.73051,1.21694,0.44425,0.84073,0,0.000364,0.000364,0.000364
148,632.667,0.82201,1.37019,0.46176,0.84986,0,0.9781,0.91974,0.94078,0.74828,0.97335,0.91101,0.93118,0.53238,0.72987,1.21592,0.44271,0.84092,0,0.000298,0.000298,0.000298
149,636.401,0.79754,1.32605,0.45742,0.86124,0,0.9781,0.91974,0.94078,0.74828,0.97335,0.91101,0.93118,0.53238,0.72987,1.21592,0.44271,0.84092,0,0.000232,0.000232,0.000232
150,641.694,0.75119,1.27063,0.44987,0.85353,0,0.97803,0.9175,0.94076,0.74917,0.97226,0.9123,0.93149,0.53069,0.73013,1.21686,0.4438,0.84054,0,0.000166,0.000166,0.000166
