fold,r2,mae,mse,rmse
0,0.9933656031960728,4.123899886667369,45.51527729999446,6.746501115392664
1,0.9991968082166741,1.9430199453930979,6.104257553277103,2.4706795731695164
2,0.9997383526963883,1.1463528492750859,2.0686168914096745,1.4382687132137981
3,0.9983370389683697,2.3190082662901745,15.032102391527365,3.8771255320826747
4,0.9952497724219798,3.2898889924532484,27.54425536658907,5.248262128227693
